SA_POS,SA_SEP,HAS_RC,TEXT,CENT
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,2,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,N,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,2,Y,alexander,14
AFTER,2,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,2,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,N,alexander,14
BEFORE,1,Y,alexander,14
AFTER,3,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,3,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,3,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,3,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,3,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,2,Y,alexander,14
AFTER,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,2,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,2,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,3,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,2,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,3,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,2,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,2,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,2,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,2,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,2,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,2,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,3,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,2,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
AFTER,1,Y,alexander,14
BEFORE,3,N,alexander,14
BEFORE,3,N,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,alexander,14
AFTER,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,Y,alexander,14
BEFORE,1,N,alexander,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,N,grettir,14
AFTER,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,2,N,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,N,grettir,14
AFTER,2,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,2,Y,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,3,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
AFTER,2,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,N,grettir,14
AFTER,2,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,2,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
AFTER,1,Y,grettir,14
AFTER,1,N,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
BEFORE,1,Y,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,N,grettir,14
AFTER,1,Y,grettir,14
BEFORE,1,Y,grettir,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,N,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,3,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,2,Y,arni,14
BEFORE,1,N,arni,14
AFTER,2,Y,arni,14
BEFORE,1,N,arni,14
AFTER,2,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,2,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,2,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,2,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,2,N,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
AFTER,2,Y,arni,14
AFTER,1,Y,arni,14
AFTER,2,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,2,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
AFTER,2,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,N,arni,14
AFTER,2,Y,arni,14
AFTER,1,Y,arni,14
BEFORE,1,Y,arni,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,2,Y,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
AFTER,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,2,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
AFTER,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
AFTER,1,N,bandamennM,14
AFTER,1,Y,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,Y,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
AFTER,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,bandamennM,14
BEFORE,1,N,bandamennM,14
BEFORE,1,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,2,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,2,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,2,Y,finnbogi,14
AFTER,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
AFTER,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,2,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,N,finnbogi,14
BEFORE,1,Y,finnbogi,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,2,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,N,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,2,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,3,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,2,N,marta,14
BEFORE,1,Y,marta,14
AFTER,2,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,N,marta,14
AFTER,1,N,marta,14
BEFORE,2,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,2,Y,marta,14
AFTER,1,N,marta,14
BEFORE,1,N,marta,14
AFTER,1,Y,marta,14
BEFORE,2,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,2,Y,marta,14
AFTER,3,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,2,Y,marta,14
BEFORE,1,N,marta,14
AFTER,2,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
AFTER,2,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
AFTER,1,N,marta,14
AFTER,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,1,Y,marta,14
AFTER,2,Y,marta,14
BEFORE,1,N,marta,14
BEFORE,2,N,marta,14
BEFORE,1,N,marta,14
BEFORE,1,N,marta,14
AFTER,1,Y,marta,14
BEFORE,1,Y,marta,14
BEFORE,1,Y,marta,14
AFTER,2,Y,marta,14
AFTER,3,Y,marta,14
BEFORE,2,N,marta,14
BEFORE,1,N,marta,14
BEFORE,2,N,marta,14
AFTER,1,Y,marta,14
